,tv_spend,radio_spend,sales
0,21.854305348131312,18.257051833366422,46.714052533069335
1,47.78214378844623,5.551675922672476,52.711139473991125
2,37.93972738151323,3.7530025697332388,50.081189995017766
3,31.93963178886665,10.299602445273697,48.00694861126246
4,12.020838819909644,19.727358628101413,33.41615753166755
5,12.01975341512912,5.599050158718508,23.096001208386703
6,7.613762547568976,13.770575400711692,26.391717379360944
7,43.97792655987208,15.470772691245633,65.70236113776829
8,32.0501755284444,5.5151133358555935,38.08573176332857
9,36.86326600082205,14.836110623625332,55.63606282468955
10,5.92630224331111,7.987879521665811,21.434089281920343
11,48.645943347289744,13.01381078127801,66.99518753260475
12,42.45991883601898,13.037064504457,55.25751513659815
13,14.555259980522427,11.17971899742041,30.51189307185183
14,13.182123524319527,2.715505631033758,18.697681995645215
15,13.253202943404522,16.87074741619552,35.21279185077756
16,18.690900933179197,7.094821234462981,35.631959042060146
17,28.614039423450702,4.54385169759723,37.42020265110518
18,24.43752583889521,1.7747276895405144,25.34079461944917
19,18.105311308911887,12.226965920576594,38.72072512387694
20,32.53338026250708,13.873722875003367,57.29497827729831
21,11.277223729341882,1.315168749629267,19.825099637616255
22,18.146509184084817,10.729768107686338,29.6494700970379
23,21.486282948216125,5.303419728760821,29.249056109308743
24,25.523149289766618,13.258283017779547,47.68150742968528
25,40.33291826268561,4.312962151094837,44.35217262087451
26,13.985320197126189,14.127817023946854,35.87162689058847
27,28.140549728612523,8.347971579710212,42.66796281169153
28,31.65865559879191,18.797869785997957,53.26944236737602
29,7.090268572399898,3.6128979387738718,15.538143173503155
30,32.339518335564726,7.4802606699549115,33.35807728574694
31,12.673585565928118,3.155996903571192,17.12026036961787
32,7.927321684337578,18.569178747292693,33.659899558475566
33,47.699849176399994,17.66944771423864,65.38985196995182
34,48.45344148835517,5.900890926587957,60.58640036322011
35,41.37788066524075,13.539696874649401,54.19730471441406
36,18.70761961280168,16.527221803823103,40.34939035601828
37,9.395245130287275,11.548815420389785,27.706520853584564
38,35.79048619304706,11.063360988764122,54.811290627457645
39,24.80686221828206,5.595193527108582,29.732821775445835
40,10.491720568015047,2.768952588312085,21.25478287365292
41,27.28296095500716,18.047099401113208,51.24188332390105
42,6.547483450184828,18.10794308610328,29.67774085534643
43,45.91941809354519,13.028927688192091,63.348499932810995
44,16.645099172000762,7.441566029925313,29.50764757743147
45,34.81350279592919,7.634981917640557,43.69348018602855
46,19.026998424023493,14.793157898534549,40.08549431483266
47,28.403060953001486,18.045094939098966,51.06092799403481
48,29.601962570447583,17.85464206103723,53.40788882240125
49,13.318450498648717,15.817635371294854,37.95415991790081
50,48.63130824940514,13.198601276931468,69.36454940521844
51,39.880977051250156,2.598659334905928,40.297824051531705
52,47.27745237038851,4.070945567797661,58.83394193867565
53,45.2672307692442,18.072529582014507,61.57127979216969
54,31.905499046498832,12.52215213353221,48.28617641698085
55,46.48434057604026,1.1747439807159634,50.01055091474912
56,8.982162592336378,2.92795931445461,17.44047311365337
57,13.819228808861533,13.60653361305306,31.89704770417727
58,7.035228000974213,1.096170093078155,12.022742561498752
59,19.639864884346895,4.0553529769324745,26.063299164254676
60,22.49047803602669,11.425941997965136,37.18446635914955
61,17.210706429825315,14.146008756161171,40.01365258529926
62,42.29318791183682,13.38726393054941,60.19963229520757
63,21.053899701211517,5.261116879750636,28.183121201009165
64,17.642052935932135,14.531405205603182,41.01433351536249
65,29.42132374212118,5.507732662439201,39.010369125465935
66,11.341590123864318,7.182594265026086,26.265130586026068
67,41.098864133931784,15.183336697242458,62.09786828300039
68,8.354778965589688,13.343025081897078,26.043946134541
69,49.40991214702328,17.13524479938938,68.35067157099729
70,39.751014618349586,13.494644953706525,59.211367916332236
71,13.942205669037758,11.797863463373961,33.53653205448313
72,5.248495270562108,2.779820588733757,12.996725668093962
73,41.695764280467536,7.986600258129237,52.46209031210221
74,36.80858047314277,6.0388449859527835,49.20733109633711
75,37.80532256184443,5.635803224202588,44.0130400081956
76,39.70716560086756,19.487200540296467,65.76238183264668
77,8.332009328034067,8.468856768668449,22.05485856033112
78,21.130957784492267,17.948884548365154,44.90347985439956
79,10.214107678630837,12.991633893947995,33.078988139466915
80,43.83965416440171,16.10141476729132,66.25363551567521
81,33.04841570724011,10.55010476899865,49.8442287673164
82,19.890411118369215,11.961173807900822,41.17121499747627
83,7.860125762871064,10.357836182558414,24.56652813055233
84,18.9942044772048,4.709616768162846,29.792183065164625
85,19.633249491203618,14.7265901899686,39.4110325002652
86,37.83227802521289,6.33467488637626,47.62315914380844
87,33.69008621098459,1.462003362197623,36.68505246142023
88,44.924573415934695,13.263973622236188,61.6398723160028
89,26.24967163228772,4.36510290873393,35.64829903585041
90,10.381741067223576,18.86871310270537,34.531360634047246
91,37.09601542503478,19.124642963049162,67.61314726524667
92,39.23532718776038,18.382423414188523,59.35265042151146
93,30.25747389062733,8.033015304853443,38.22877902902553
94,39.69352309795524,1.2936757140484811,45.750914265518105
95,27.220801836397584,18.63805268916678,54.23937296164677
96,28.522977322189732,9.135498818028973,43.50563762276199
97,24.239345826134734,19.36644156182972,51.94017764550977
98,6.143860703484283,19.308779564695804,33.663269792230075
99,9.8551142146987,17.20717965387984,31.826455263427142
100,6.414313355903041,6.594528949322128,18.91373043408047
101,33.63846850687012,8.316856843436579,43.22336473377067
102,19.1460191484347,17.171596758820282,45.76269254442882
103,27.885681102411624,7.021518097969276,38.08176256522717
104,45.84049132667418,4.220362187035757,48.84438522807214
105,16.21815031169937,11.579223986708653,32.52724653962084
106,23.46723153660334,18.78694070905484,49.903631596635684
107,38.99980123443719,14.224566136824487,55.47812681677093
108,15.29591744712301,11.831162231697935,30.497059193748935
109,8.464095942295685,2.8463533816446023,16.764372040515376
110,18.038815381119562,12.685137307284226,37.19199832507485
111,12.2549579264302,19.811023151981,38.281860390050994
112,46.83639435541579,3.6615962894939567,50.133555550412
113,41.365417080398764,10.848263394910997,55.94294125832499
114,33.503169042969056,17.670088366631152,52.012705154137564
115,44.215726558447294,15.074603737329884,58.66128706426876
116,41.165243460460154,14.243299078910091,56.98534534534895
117,13.395652649871613,14.347197595755077,33.632383044655
118,45.165154932049,7.830331873175348,55.97776038344853
119,29.270400886204282,6.578245041025374,43.66332349766296
120,41.334806982382815,16.37786195409176,64.4277394986607
121,45.324108496557194,16.392154498904432,64.98246745569651
122,19.310156373733875,17.47437405302197,43.29134097627879
123,9.952336603745454,18.351570498572954,32.97139944774503
124,15.257082314387375,10.715505578357819,31.534441369000856
125,24.219850488181535,10.528809599056792,38.56646104147112
